iso2c,iso3c,country,year,gdp_percap,life_expect,population,birth_rate,neonat_mortal_rate,region,income
AG,ATG,Antigua and Barbuda,1999,14554.4808304526,73.1860243902439,76041,20.351,9.9,Latin America & Caribbean,Upper middle income
AG,ATG,Antigua and Barbuda,2014,22157.5816228727,75.9376341463415,90900,16.319,5.1,Latin America & Caribbean,Upper middle income
AG,ATG,Antigua and Barbuda,1990,11087.0174694648,71.1629512195122,61906,18.779,14.7,Latin America & Caribbean,Upper middle income
AG,ATG,Antigua and Barbuda,2004,17593.8762368924,74.2261463414634,81718,18.992,7.9,Latin America & Caribbean,Upper middle income
AG,ATG,Antigua and Barbuda,2013,21008.1469806563,75.7786585365854,89985,16.447,5.3,Latin America & Caribbean,Upper middle income
AG,ATG,Antigua and Barbuda,2009,21671.3757490895,75.1470243902439,86300,17.218,6.3,Latin America & Caribbean,Upper middle income
AG,ATG,Antigua and Barbuda,1993,12415.4125099762,71.8658536585366,64868,19.274,12.9,Latin America & Caribbean,Upper middle income
AG,ATG,Antigua and Barbuda,1994,13141.2021346337,72.093,66550,19.54,12.3,Latin America & Caribbean,Upper middle income
AG,ATG,Antigua and Barbuda,2005,19067.0682963067,74.4254390243903,82565,18.599,7.5,Latin America & Caribbean,Upper middle income
AG,ATG,Antigua and Barbuda,2002,15372.5781886274,73.8154390243902,80030,19.724,8.6,Latin America & Caribbean,Upper middle income
AG,ATG,Antigua and Barbuda,2003,16426.9243062482,74.0217804878049,80904,19.374,8.2,Latin America & Caribbean,Upper middle income
AG,ATG,Antigua and Barbuda,2007,24503.8448722277,74.8032195121951,84397,17.849,6.9,Latin America & Caribbean,Upper middle income
AG,ATG,Antigua and Barbuda,2012,20956.336421157,75.6218048780488,89069,16.594,5.5,Latin America & Caribbean,Upper middle income
AG,ATG,Antigua and Barbuda,1995,12516.6004050914,72.3176829268293,68349,19.816,11.7,Latin America & Caribbean,Upper middle income
AG,ATG,Antigua and Barbuda,2008,24723.1118920226,74.9791707317073,85350,17.514,6.6,Latin America & Caribbean,Upper middle income
AG,ATG,Antigua and Barbuda,2010,20151.3098656076,75.3087804878049,87233,16.968,6,Latin America & Caribbean,Upper middle income
AG,ATG,Antigua and Barbuda,2001,14907.0726348617,73.6070975609756,78972,20.022,9,Latin America & Caribbean,Upper middle income
AG,ATG,Antigua and Barbuda,2006,22040.9136607626,74.6181463414634,83467,18.214,7.2,Latin America & Caribbean,Upper middle income
AL,ALB,Albania,2004,5652.60267276765,75.8312195121951,3026939,13.036,9.8,Europe & Central Asia,Upper middle income
AL,ALB,Albania,2002,4785.88098074273,75.1546097560976,3051010,14.642,10.7,Europe & Central Asia,Upper middle income
AL,ALB,Albania,1994,2413.66320372055,72.0419512195122,3207536,21.854,12.9,Europe & Central Asia,Upper middle income
AL,ALB,Albania,2009,9342.0812456971,76.8403658536586,2927519,11.679,7.9,Europe & Central Asia,Upper middle income
AL,ALB,Albania,2003,5182.4903673827,75.5232926829268,3039616,13.806,10.3,Europe & Central Asia,Upper middle income
AL,ALB,Albania,1999,3684.94515299614,73.7933902439025,3108778,17.302,11.7,Europe & Central Asia,Upper middle income
AL,ALB,Albania,1995,2809.01490804727,72.2360243902439,3187784,20.98,12.7,Europe & Central Asia,Upper middle income
AL,ALB,Albania,2008,8769.0943361725,76.6520731707317,2947314,11.561,8.2,Europe & Central Asia,Upper middle income
AL,ALB,Albania,2001,4508.632005921,74.7325609756098,3060173,15.513,11,Europe & Central Asia,Upper middle income
AL,ALB,Albania,2005,6199.91272686064,76.0816097560976,3011487,12.383,9.4,Europe & Central Asia,Upper middle income
AL,ALB,Albania,1992,1921.16341971823,71.9008048780488,3247039,23.464,13,Europe & Central Asia,Upper middle income
AL,ALB,Albania,1997,2865.50751012233,72.8980975609756,3148281,19.15,12.3,Europe & Central Asia,Upper middle income
AL,ALB,Albania,2007,7658.40857808806,76.4702926829268,2970017,11.631,8.5,Europe & Central Asia,Upper middle income
AL,ALB,Albania,2013,10412.4417209438,77.6404634146342,2896652,13.106,6.8,Europe & Central Asia,Upper middle income
AL,ALB,Albania,2014,11167.0225730627,77.8304634146342,2893654,13.414,6.5,Europe & Central Asia,Upper middle income
AL,ALB,Albania,1991,2011.84171500052,71.9184146341463,3266790,24.173,13.2,Europe & Central Asia,Upper middle income
AL,ALB,Albania,2011,9640.14459267576,77.2405853658537,2904780,12.325,7.2,Europe & Central Asia,Upper middle income
AL,ALB,Albania,2006,7066.72564450283,76.2861219512195,2992547,11.906,8.9,Europe & Central Asia,Upper middle income
AL,ALB,Albania,1990,2748.62272751626,71.9573170731707,3286542,24.789,13.4,Europe & Central Asia,Upper middle income
AL,ALB,Albania,2000,4045.75206860807,74.2715365853659,3089027,16.401,11.3,Europe & Central Asia,Upper middle income
AL,ALB,Albania,1993,2168.88623142028,71.9358536585366,3227287,22.686,12.9,Europe & Central Asia,Upper middle income
AL,ALB,Albania,2010,9303.93247566951,77.0369512195122,2913021,11.952,7.5,Europe & Central Asia,Upper middle income
AL,ALB,Albania,2012,10361.433216136,77.4439756097561,2900247,12.73,7,Europe & Central Asia,Upper middle income
AL,ALB,Albania,1998,3177.4907858974,73.3265853658537,3128530,18.22,11.9,Europe & Central Asia,Upper middle income
AL,ALB,Albania,1996,3140.03698603976,72.5274146341463,3168033,20.075,12.5,Europe & Central Asia,Upper middle income
AM,ARM,Armenia,2008,7097.91217336266,73.945,2975029,14.101,10.6,Europe & Central Asia,Lower middle income
AM,ARM,Armenia,1992,1347.49100775001,67.8533414634147,3449497,19.546,21.9,Europe & Central Asia,Lower middle income
AM,ARM,Armenia,1993,1287.95510749683,68.0695609756098,3369673,18.348,21.2,Europe & Central Asia,Lower middle income
AM,ARM,Armenia,2003,3510.31680808151,72.6095853658537,3036420,13.741,13.7,Europe & Central Asia,Lower middle income
AM,ARM,Armenia,2004,3998.14313650458,72.973756097561,3025982,13.949,13,Europe & Central Asia,Lower middle income
AM,ARM,Armenia,1997,1840.69600801802,69.7164146341464,3137652,14.16,18.3,Europe & Central Asia,Lower middle income
AM,ARM,Armenia,2002,3007.21939324672,72.2016097560976,3047249,13.511,14.4,Europe & Central Asia,Lower middle income
AM,ARM,Armenia,2014,8099.20832577929,74.6757073170732,3006154,13.157,7.7,Europe & Central Asia,Lower middle income
AM,ARM,Armenia,2007,6483.50464926084,73.7646585365854,2988117,14.161,11.1,Europe & Central Asia,Lower middle income
AM,ARM,Armenia,2006,5526.09280578227,73.5482682926829,3002161,14.164,11.8,Europe & Central Asia,Lower middle income
AM,ARM,Armenia,1994,1419.99274213654,68.3766585365854,3289943,17.123,20.5,Europe & Central Asia,Lower middle income
AM,ARM,Armenia,1995,1581.73378977636,68.7635609756098,3223173,15.962,19.8,Europe & Central Asia,Lower middle income
AM,ARM,Armenia,2013,7734.78016679973,74.5613658536585,2992192,13.308,8.2,Europe & Central Asia,Lower middle income
AM,ARM,Armenia,1999,2123.61324020965,70.7670975609756,3093820,13.286,16.7,Europe & Central Asia,Lower middle income
AM,ARM,Armenia,2000,2313.33194570309,71.2765853658537,3076098,13.203,15.9,Europe & Central Asia,Lower middle income
AM,ARM,Armenia,2009,6158.30145236576,74.0958292682927,2966108,13.986,10,Europe & Central Asia,Lower middle income
AM,ARM,Armenia,1990,2414.40492609072,67.7478048780488,3544695,21.6,23,Europe & Central Asia,Lower middle income
AM,ARM,Armenia,2012,7401.85639769464,74.4520975609756,2978339,13.474,8.6,Europe & Central Asia,Lower middle income
AM,ARM,Armenia,1996,1731.80741579865,69.2168536585366,3173425,14.957,19.1,Europe & Central Asia,Lower middle income
AM,ARM,Armenia,2001,2605.77161787354,71.7558292682927,3060036,13.306,15.1,Europe & Central Asia,Lower middle income
AM,ARM,Armenia,1991,2223.44426285485,67.7382926829268,3511912,20.652,22.5,Europe & Central Asia,Lower middle income
AM,ARM,Armenia,2010,6376.2682174205,74.2263414634146,2963496,13.83,9.5,Europe & Central Asia,Lower middle income
AM,ARM,Armenia,2011,6803.48299708481,74.3428292682927,2967984,13.652,9.1,Europe & Central Asia,Lower middle income
AM,ARM,Armenia,2005,4716.24327265172,73.2873902439024,3014917,14.097,12.4,Europe & Central Asia,Lower middle income
AM,ARM,Armenia,1998,2012.33889409475,70.2402195121951,3112958,13.6,17.5,Europe & Central Asia,Lower middle income
AO,AGO,Angola,1992,2836.12924364788,41.3130243902439,11848971,52.475,59.4,Sub-Saharan Africa,Lower middle income
AO,AGO,Angola,1991,3076.25600839735,41.2063414634146,11472173,52.585,59.2,Sub-Saharan Africa,Lower middle income
AO,AGO,Angola,1999,2972.32193814358,44.439,14601983,51.268,58.7,Sub-Saharan Africa,Lower middle income
AO,AGO,Angola,2004,3256.65375398279,48.003512195122,17295500,49.895,56.7,Sub-Saharan Africa,Lower middle income
AO,AGO,Angola,2007,5613.23219621736,49.4357317073171,19183907,48.888,55,Sub-Saharan Africa,Lower middle income
AO,AGO,Angola,2003,2961.96457179672,47.3931707317073,16691395,50.182,57.2,Sub-Saharan Africa,Lower middle income
AO,AGO,Angola,1996,2603.07434321484,42.5016341463415,13424813,51.914,59.5,Sub-Saharan Africa,Lower middle income
AO,AGO,Angola,1997,2778.74354273977,43.0621219512195,13801868,51.723,59.4,Sub-Saharan Africa,Lower middle income
AO,AGO,Angola,2010,6360.84898012934,50.6541707317073,21219954,47.529,52.6,Sub-Saharan Africa,Lower middle income
AO,AGO,Angola,2001,3131.99585802776,45.9731463414634,15562791,50.739,58.2,Sub-Saharan Africa,Lower middle income
AO,AGO,Angola,2002,2858.89706878855,46.7117317073171,16109696,50.463,57.5,Sub-Saharan Africa,Lower middle income
AO,AGO,Angola,2000,3036.55972773012,45.2047804878049,15058638,51.009,58.4,Sub-Saharan Africa,Lower middle income
AO,AGO,Angola,1993,2115.39510053533,41.4781951219512,12246786,52.357,59.4,Sub-Saharan Africa,Lower middle income
AO,AGO,Angola,2005,3838.26457174936,48.5388048780488,17912942,49.592,56.1,Sub-Saharan Africa,Lower middle income
AO,AGO,Angola,1998,2918.45140585592,43.7142682926829,14187710,51.508,58.9,Sub-Saharan Africa,Lower middle income
AO,AGO,Angola,1994,2165.01507004445,41.716243902439,12648483,52.227,59.3,Sub-Saharan Africa,Lower middle income
AO,AGO,Angola,1995,2366.28405550494,42.0514634146341,13042666,52.081,59.4,Sub-Saharan Africa,Lower middle income
AO,AGO,Angola,2008,6298.01243978425,49.8473902439024,19842251,48.473,54.1,Sub-Saharan Africa,Lower middle income
AO,AGO,Angola,2011,6524.48118084089,51.0593170731707,21942296,47.018,51.9,Sub-Saharan Africa,Lower middle income
AO,AGO,Angola,2009,6284.27490492998,50.2510243902439,20520103,48.018,53.4,Sub-Saharan Africa,Lower middle income
AO,AGO,Angola,2013,7097.84013792599,51.8661707317073,23448202,45.985,50.4,Sub-Saharan Africa,Lower middle income
AO,AGO,Angola,1990,3106.55462518039,41.1383414634146,11127870,52.688,59.1,Sub-Saharan Africa,Lower middle income
AO,AGO,Angola,2014,7317.83407326534,52.2668780487805,24227524,45.483,49.6,Sub-Saharan Africa,Lower middle income
AO,AGO,Angola,2006,4614.59080935648,49.0070487804878,18541467,49.259,55.5,Sub-Saharan Africa,Lower middle income
AO,AGO,Angola,2012,6758.27804986574,51.464,22685632,46.499,51.1,Sub-Saharan Africa,Lower middle income
AR,ARG,Argentina,2012,,75.816243902439,42095224,17.874,7,Latin America & Caribbean,Upper middle income
AR,ARG,Argentina,1992,,71.9889512195122,33655149,21.366,14.7,Latin America & Caribbean,Upper middle income
AR,ARG,Argentina,2010,,75.4849756097561,41222875,18.153,7.5,Latin America & Caribbean,Upper middle income
AR,ARG,Argentina,2011,,75.6490487804878,41655616,18.018,7.2,Latin America & Caribbean,Upper middle income
AR,ARG,Argentina,2002,,74.1557804878049,37889443,19.199,10.6,Latin America & Caribbean,Upper middle income
AR,ARG,Argentina,2000,,73.7558048780488,37057453,19.413,11.3,Latin America & Caribbean,Upper middle income
AR,ARG,Argentina,1997,,73.1080487804878,35833965,19.948,12,Latin America & Caribbean,Upper middle income
AR,ARG,Argentina,2005,,74.6878048780488,39145491,18.833,9.2,Latin America & Caribbean,Upper middle income
AR,ARG,Argentina,2003,,74.3412682926829,38309475,19.089,10,Latin America & Caribbean,Upper middle income
AR,ARG,Argentina,2004,,74.5187804878049,38728778,18.968,9.5,Latin America & Caribbean,Upper middle income
AR,ARG,Argentina,1990,,71.5436585365854,32729740,21.804,15.4,Latin America & Caribbean,Upper middle income
AR,ARG,Argentina,1991,,71.7632926829268,33193920,21.603,15,Latin America & Caribbean,Upper middle income
AR,ARG,Argentina,2001,,73.9603170731707,37471535,19.302,11.1,Latin America & Caribbean,Upper middle income
AR,ARG,Argentina,1999,,73.5442682926829,36648054,19.551,11.3,Latin America & Caribbean,Upper middle income
AR,ARG,Argentina,1996,,72.8873414634146,35419683,20.21,12.6,Latin America & Caribbean,Upper middle income
AR,ARG,Argentina,2014,,76.1586097560976,42980026,17.544,6.5,Latin America & Caribbean,Upper middle income
AR,ARG,Argentina,2008,,75.1662682926829,40381860,18.414,8.1,Latin America & Caribbean,Upper middle income
AR,ARG,Argentina,2006,,74.8499024390244,39558750,18.691,8.8,Latin America & Caribbean,Upper middle income
AR,ARG,Argentina,1998,,73.3276829268293,36241578,19.727,11.5,Latin America & Caribbean,Upper middle income
AR,ARG,Argentina,2009,,75.3245609756098,40798641,18.283,7.8,Latin America & Caribbean,Upper middle income
AR,ARG,Argentina,1994,,72.4413902439024,34558114,20.804,14,Latin America & Caribbean,Upper middle income
AR,ARG,Argentina,1995,,72.6651219512195,34994818,20.501,13.3,Latin America & Caribbean,Upper middle income
AR,ARG,Argentina,2013,,75.9860975609756,42538304,17.716,6.8,Latin America & Caribbean,Upper middle income
AR,ARG,Argentina,1993,,72.2156585365854,34110912,21.097,14.4,Latin America & Caribbean,Upper middle income
AR,ARG,Argentina,2007,,75.0090487804878,39969903,18.55,8.5,Latin America & Caribbean,Upper middle income
AS,ASM,American Samoa,1992,,,49597,,,East Asia & Pacific,Upper middle income
AS,ASM,American Samoa,1996,,,53926,,,East Asia & Pacific,Upper middle income
AS,ASM,American Samoa,2003,,,59117,,,East Asia & Pacific,Upper middle income
AS,ASM,American Samoa,1997,,,54942,,,East Asia & Pacific,Upper middle income
AS,ASM,American Samoa,1998,,,55899,,,East Asia & Pacific,Upper middle income
AS,ASM,American Samoa,2012,,,55227,,,East Asia & Pacific,Upper middle income
AS,ASM,American Samoa,1991,,,48379,,,East Asia & Pacific,Upper middle income
AS,ASM,American Samoa,1993,,,50725,,,East Asia & Pacific,Upper middle income
AS,ASM,American Samoa,2011,,,55316,,,East Asia & Pacific,Upper middle income
AS,ASM,American Samoa,1994,,,51807,,,East Asia & Pacific,Upper middle income
AS,ASM,American Samoa,2008,,,57031,,,East Asia & Pacific,Upper middle income
AS,ASM,American Samoa,2009,,,56226,,,East Asia & Pacific,Upper middle income
AS,ASM,American Samoa,2006,,,58648,21.6,,East Asia & Pacific,Upper middle income
AS,ASM,American Samoa,2001,,,58176,,,East Asia & Pacific,Upper middle income
AS,ASM,American Samoa,2002,,,58729,,,East Asia & Pacific,Upper middle income
AS,ASM,American Samoa,2007,,,57904,,,East Asia & Pacific,Upper middle income
AS,ASM,American Samoa,2000,,,57522,,,East Asia & Pacific,Upper middle income
AS,ASM,American Samoa,2004,,,59262,,,East Asia & Pacific,Upper middle income
AS,ASM,American Samoa,2005,,,59117,,,East Asia & Pacific,Upper middle income
AS,ASM,American Samoa,1990,,,47044,,,East Asia & Pacific,Upper middle income
AS,ASM,American Samoa,1995,,,52874,,,East Asia & Pacific,Upper middle income
AS,ASM,American Samoa,2010,,,55636,18.7,,East Asia & Pacific,Upper middle income
AS,ASM,American Samoa,2013,,,55302,,,East Asia & Pacific,Upper middle income
AS,ASM,American Samoa,2014,,,55434,,,East Asia & Pacific,Upper middle income
AS,ASM,American Samoa,1999,,,56768,,,East Asia & Pacific,Upper middle income
AT,AUT,Austria,1994,22652.459881176,76.419512195122,7936118,11.6,3.7,Europe & Central Asia,High income: OECD
AT,AUT,Austria,2001,29856.6036414545,78.5756097560976,8042293,9.4,3.1,Europe & Central Asia,High income: OECD
AT,AUT,Austria,1993,21743.6361793698,76.0682926829268,7905633,12,4,Europe & Central Asia,High income: OECD
AT,AUT,Austria,2006,37626.1441765716,79.8804878048781,8268641,9.4,2.8,Europe & Central Asia,High income: OECD
AT,AUT,Austria,2000,29566.2476733511,78.1268292682927,8011566,9.8,3.1,Europe & Central Asia,High income: OECD
AT,AUT,Austria,1999,27752.7177491225,77.8756097560976,7992324,9.8,3.1,Europe & Central Asia,High income: OECD
AT,AUT,Austria,2013,47416.2846696348,81.1365853658537,8479375,9.4,2.3,Europe & Central Asia,High income: OECD
AT,AUT,Austria,2014,47706.4882473346,81.3365853658537,8541575,9.6,2.2,Europe & Central Asia,High income: OECD
AT,AUT,Austria,2005,34691.2089614866,79.3317073170732,8227829,9.5,2.8,Europe & Central Asia,High income: OECD
AT,AUT,Austria,2010,41892.7758492156,80.5804878048781,8363404,9.4,2.5,Europe & Central Asia,High income: OECD
AT,AUT,Austria,2007,39234.3228786562,80.1804878048781,8295487,9.2,2.7,Europe & Central Asia,High income: OECD
AT,AUT,Austria,1992,21301.9629722492,75.8170731707317,7840709,12.2,4.2,Europe & Central Asia,High income: OECD
AT,AUT,Austria,1996,24573.1818278842,76.8707317073171,7959017,11.2,3.4,Europe & Central Asia,High income: OECD
AT,AUT,Austria,1991,20625.8813298224,75.6170731707317,7754891,12.2,4.4,Europe & Central Asia,High income: OECD
AT,AUT,Austria,2011,44022.3952746168,80.9829268292683,8391643,9.3,2.4,Europe & Central Asia,High income: OECD
AT,AUT,Austria,1995,23705.5420437344,76.6682926829268,7948278,11.2,3.5,Europe & Central Asia,High income: OECD
AT,AUT,Austria,2012,45858.2468363681,80.9365853658537,8429991,9.4,2.4,Europe & Central Asia,High income: OECD
AT,AUT,Austria,2003,32202.4455590608,78.6317073170732,8121423,9.5,3,Europe & Central Asia,High income: OECD
AT,AUT,Austria,2002,31261.5516292637,78.6780487804878,8081957,9.7,3,Europe & Central Asia,High income: OECD
AT,AUT,Austria,1998,26728.585924931,77.6707317073171,7976789,10.2,3.2,Europe & Central Asia,High income: OECD
AT,AUT,Austria,1990,19490.937244881,75.5682926829269,7677850,11.8,4.6,Europe & Central Asia,High income: OECD
AT,AUT,Austria,2009,40620.3921570465,80.3317073170732,8343323,9.2,2.6,Europe & Central Asia,High income: OECD
AT,AUT,Austria,1997,25532.1517484631,77.319512195122,7968041,10.5,3.2,Europe & Central Asia,High income: OECD
AT,AUT,Austria,2008,41151.585043147,80.4317073170732,8321496,9.3,2.6,Europe & Central Asia,High income: OECD
AT,AUT,Austria,2004,33800.7021063805,79.1804878048781,8171966,9.7,2.9,Europe & Central Asia,High income: OECD
AU,AUS,Australia,2007,36563.4682249116,81.2926829268293,20827600,14.1,3.1,East Asia & Pacific,High income: OECD
AU,AUS,Australia,2014,45937.3000394504,82.2512195121951,23464086,12.9,2.3,East Asia & Pacific,High income: OECD
AU,AUS,Australia,2008,37479.2891201982,81.3951219512195,21249200,14,3,East Asia & Pacific,High income: OECD
AU,AUS,Australia,2012,42596.2941186879,82.0463414634146,22728254,13.7,2.5,East Asia & Pacific,High income: OECD
